vendor_name,address_line1,city,state,postal_code,country,phone_number,email,industry,annual_revenue,last_updated
Silver Holdings,"2651 Washington Way, Indianapolis, IN 65207",Indianapolis,IN,65207,USA,-10752,silver.holdings@silverholdings.com,Construction,96571648.54,12-12-2023
Synergy LLC Networks,"4914 Pine Ave, Denver, CO 81287",Denver,CO,81287,USA,-7482,synergy.llc@synergyllc.com,Finance,61447753.36,03-03-2024
Synergy Global Networks,"8859 South Terrace, Indianapolis, IN 80412",Indianapolis,IN,80412,USA,-3616,,Manufacturing,51351970.07,25-06-2023
SilverVentures,"7427 Washington Blvd, Jacksonville, FL 77049",Jacksonville,FL,77049,USA,-8871,silver.ventures@silverventures.com,Technology,60318182.72,17-03-2024
Delta Networks,"4181 Center Way, Seattle, WA 40970",Seattle,WA,40970,USA,-3290,,Construction,99959496.58,19-08-2024
Omega International,"721 Oak Court, San Diego, CA 50258",San Diego,CA,50258,USA,-2765,omega.international@omegainternational.com,Retail,68341728.46,24-09-2024
Quantum Systems,"9937 North St, Jacksonville, FL 44163",Jacksonville,FL,44163,USA,-2830,quantum.systems@quantumsystems.com,Retail,44869899.48,20-02-2024
Summit Technologies,"583 Center Way, San Jose, CA 55261",San Jose,CA,55261,USA,-7536,summit.technologies@summittechnologies.com,Healthcare,32357928.68,31-07-2023
Nexus Internatinal,"8314 West Ave, San Francisco, CA 53823",San Francisco,CA,53823,USA,-9977,nexus.international@nexusinternational.com,Healthcare,80690292.31,17-10-2023
Golden Inc,"9873 Cedar Place, Jacksonville, FL 33887",Jacksonville,FL,33887,USA,-3741,golden.inc@goldeninc.com,Finance,94359130.9,03-02-2024
Summit Inc,"1726 Ridge Court, Jacksonville, FL 80220",Jacksonville,FL,80220,USA,-4571,summit.inc@summitinc.com,Hospitality,2560377.88,29-01-2024
Atlas Ventures,"3804 Park Ave, Houston, TX 39175",Houston,TX,39175,USA,-6587,,Manufacturing,90325498.57,23-08-2023
Zenith Systems,"6687 Valley Way, Columbus, OH 26792",Columbus,OH,26792,USA,-8234,zenith.systems@zenithsystems.com,Healthcare,84971958.85,18-07-2023
Deta Global,"6435 Park Ln, Philadelphia, PA 77222",Philadelphia,PA,77222,USA,-3526,,Manufacturing,71115654.33,14-02-2023
Zenith Group Holdings,"3440 West St, Austin, TX 78839",Austin,TX,78839,USA,-3153,zenith.group@zenithgroup.com,Finance,70804988.08,13-05-2024
Vanguard Co,"8646 Cedar St, Seattle, WA 56674",Seattle,WA,56674,USA,-4904,vanguard.co@vanguardco.com,Healthcare,65364386.24,06-11-2023
Zenith Industries,"9769 South Blvd, Fort Worth, TX 69046",Fort Worth,TX,69046,USA,-4838,zenith.industries@zenithindustries.com,Wholesale,57198388.46,12-10-2024
Evergreen Industries,"3632 Market St, Dallas, TX 66959",Dallas,TX,66959,USA,-5701,evergreen.industries@evergreenindustries.com,Manufacturing,9554303.19,22-05-2023
Gamma LC,"5937 Main Dr, Los Angeles, CA 93471",Los Angeles,CA,93471,USA,-10884,,Finance,80034212.13,26-03-2024
Silver Iternational,"335 Elm Dr, San Jose, CA 38947",San Jose,CA,38947,USA,-10756,silver.international@silverinternational.com,Logistics,49204311.07,18-04-2023
Summit Corp Global,"260 Broadway St, Charlotte, NC 84641",Charlotte,NC,84641,USA,-6398,,Wholesale,54331485.35,04-04-2023
Quantum Enterprises,"3651 Washington Court, Los Angeles, CA 41902",Los Angeles,CA,41902,USA,-7749,quantum.enterprises@quantumenterprises.com,Technology,7061856.07,25-09-2023
Evergreen Systems,"4202 Pine Court, San Diego, CA 60977",San Diego,CA,60977,USA,-5218,evergreen.systems@evergreensystems.com,Logistics,24635287.82,10-07-2023
Zenith Holdings,"3618 Valley Ave, New York, NY 22290",New York,NY,22290,USA,-5410,zenith.holdings@zenithholdings.com,Consulting,5644718.5,12-08-2023
Synergy Enterprises Solutions,"1709 Market Place, Charlotte, NC 19222",Charlotte,NC,19222,USA,-7051,synergy.enterprises@synergyenterprises.com,Retail,56466469.28,26-10-2024
Pioneer Networks,"6013 Valley Place, San Antonio, TX 40425",San Antonio,TX,40425,USA,-8546,pioneer.networks@pioneernetworks.com,Manufacturing,59215525.31,01-03-2024
Synergy Corp,"3479 Park St, Denver, CO 87216",Denver,CO,87216,USA,-5798,synergy.corp@synergycorp.com,Hospitality,77291630.05,11-08-2023
Apex Inc,"4126 Oak Place, New York, NY 26229",New York,NY,26229,USA,-7786,,Finance,14758386.64,21-07-2023
Nexus Networks International,"2674 Hill Way, Philadelphia, PA 41474",Philadelphia,PA,41474,USA,-2984,nexus.networks@nexusnetworks.com,Wholesale,92419213.74,15-11-2023
Pioneer Enterprises Holdings,"4306 Oak Rd, Columbus, OH 47198",Columbus,OH,47198,USA,-5644,,Logistics,83959888.46,11-08-2023
Vanguard Dynamics,"4457 Oak Ave, San Diego, CA 22062",San Diego,CA,22062,USA,-6050,vanguard.dynamics@vanguarddynamics.com,Consulting,28757339.37,05-08-2024
Quantum International Systems,"8933 Elm St, Phoenix, AZ 72904",Phoenix,AZ,72904,USA,-6598,,Technology,99123286.44,24-11-2023
Vanguar LLC,"170 Valley Terrace, Fort Worth, TX 86198",Fort Worth,TX,86198,USA,-11236,vanguard.llc@vanguardllc.com,Technology,5165958.67,07-11-2023
Beta Ventures,"632 Park Place, Philadelphia, PA 31985",Philadelphia,PA,31985,USA,-11367,,Retail,8152931.58,10-10-2023
Zenith Venures,"6340 North Court, Charlotte, NC 96342",Charlotte,NC,96342,USA,-8767,zenith.ventures@zenithventures.com,Technology,20086990.8,14-03-2023
Synergy Networks,"8617 South Court, Fort Worth, TX 76894",Fort Worth,TX,76894,USA,-1958,synergy.networks@synergynetworks.com,Manufacturing,47329374.82,10-10-2024
Crest Intrnational,"3713 Washington Place, Denver, CO 42673",Denver,CO,42673,USA,-7800,crest.international@crestinternational.com,Consulting,23583948.75,26-03-2023
eta Group,"312 Hill Ave, Philadelphia, PA 53060",Philadelphia,PA,53060,USA,-7769,,Finance,18851178.42,14-08-2023
Zenith Co Ltd,"5550 South Court, Austin, TX 74624",Austin,TX,74624,USA,-7959,zenith.co@zenithco.com,Retail,36294976.87,28-07-2023
Omega Holdings,"6407 North Dr, Austin, TX 45244",Austin,TX,45244,USA,-6019,omega.holdings@omegaholdings.com,Wholesale,85087458.33,31-05-2023
Atlas Dynamics,"337 South Way, Los Angeles, CA 87840",Los Angeles,CA,87840,USA,-8274,atlas.dynamics@atlasdynamics.com,Healthcare,54382024.49,24-10-2023
Eergreen Group,"6396 Washington Dr, Los Angeles, CA 94125",Los Angeles,CA,94125,USA,-6674,,Healthcare,38934052.61,10-10-2024
Golde Group,"9284 North St, Philadelphia, PA 19197",Philadelphia,PA,19197,USA,-7253,,Healthcare,58586485.56,23-02-2024
Prime Co Holdings,"5369 Washington Blvd, Columbus, OH 62484",Columbus,OH,62484,USA,-7050,prime.co@primeco.com,Consulting,10857168.08,15-03-2023
Prime Dynamics,"6639 Cedar Place, San Antonio, TX 40909",San Antonio,TX,40909,USA,-9327,prime.dynamics@primedynamics.com,Construction,17840915.02,24-12-2023
Pioneer International,"4800 Pine Blvd, Dallas, TX 12582",Dallas,TX,12582,USA,-6382,,Construction,79344488.89,24-05-2024
Gamma Solutions Solutions,"7539 Ridge Blvd, San Jose, CA 62715",San Jose,CA,62715,USA,-9226,,Hospitality,17771622.43,09-04-2024
Vanuard Corp,"3822 Market Blvd, Columbus, OH 18053",Columbus,OH,18053,USA,-6126,vanguard.corp@vanguardcorp.com,Consulting,51102727.06,03-09-2023
Crest Group,"1344 Center Place, Seattle, WA 81132",Seattle,WA,81132,USA,-9010,crest.group@crestgroup.com,Construction,32143793.71,29-03-2024
PrimeInc,"6577 Broadway Ave, New York, NY 71622",New York,NY,71622,USA,-8659,,Manufacturing,57113134.43,05-03-2023
Evergreen Group Inc,"395 Washington Dr, Houston, TX 23310",Houston,TX,23310,USA,-5229,,Wholesale,96005890.69,23-06-2023
rest International,"5336 Valley Ave, San Antonio, TX 95283",San Antonio,TX,95283,USA,-4555,crest.international@crestinternational.com,Hospitality,17194335.16,11-07-2024
SilverGroup,"2133 Elm Blvd, Jacksonville, FL 15279",Jacksonville,FL,15279,USA,-7407,silver.group@silvergroup.com,Finance,4207793.92,02-06-2024
Vertex Holdings,"7040 West St, San Jose, CA 82392",San Jose,CA,82392,USA,-5797,vertex.holdings@vertexholdings.com,Finance,77818095.67,22-11-2023
Quantum Interntional,"5989 Hill Ave, Philadelphia, PA 82473",Philadelphia,PA,82473,USA,-2942,,Wholesale,43530101.75,12-06-2024
Beta Inc International,"6178 North Dr, San Francisco, CA 61790",San Francisco,CA,61790,USA,-4735,,Wholesale,98982687.06,20-07-2024
Summit Group,"6459 Broadway Terrace, Columbus, OH 12531",Columbus,OH,12531,USA,-9571,,Wholesale,53746115.78,18-06-2024
Zenith Group,"920 Elm St, New York, NY 57450",New York,NY,57450,USA,-8051,,Hospitality,26824744.47,09-04-2023
Summit Holdings Ltd,"8381 South St, Los Angeles, CA 88049",Los Angeles,CA,88049,USA,-7733,summit.holdings@summitholdings.com,Construction,69031413.97,18-07-2023
Prime Holdings,"9171 Cedar Dr, Chicago, IL 86472",Chicago,IL,86472,USA,-7828,,Consulting,55472290.72,10-02-2024
Crest Systems,"9692 Lake Rd, Los Angeles, CA 17609",Los Angeles,CA,17609,USA,-8433,,Logistics,46829264.11,28-04-2024
uantum Ltd,"5056 Valley Ave, New York, NY 19536",New York,NY,19536,USA,-9861,,Healthcare,7883050.17,24-05-2023
Nexus LC,"3433 North Rd, Jacksonville, FL 33868",Jacksonville,FL,33868,USA,-3845,nexus.llc@nexusllc.com,Healthcare,27899608.57,25-02-2023
Silver Systems,"2206 Lake Ave, Seattle, WA 74184",Seattle,WA,74184,USA,-3422,silver.systems@silversystems.com,Retail,84061277.34,14-07-2024
Zenith Dynamics,"6565 Center Ln, Austin, TX 13875",Austin,TX,13875,USA,-3941,zenith.dynamics@zenithdynamics.com,Manufacturing,86877052.38,03-08-2024
Gmma Corp,"1719 North Way, Dallas, TX 31537",Dallas,TX,31537,USA,-7103,,Consulting,85893387.87,12-02-2024
QuantumLtd,"6162 South Way, San Francisco, CA 68404",San Francisco,CA,68404,USA,-4254,quantum.ltd@quantumltd.com,Logistics,51805654.25,26-02-2024
Crest Ventures Industries,"5417 Ridge Place, San Antonio, TX 15590",San Antonio,TX,15590,USA,-3157,crest.ventures@crestventures.com,Wholesale,2764664.97,26-09-2023
Nexus Co,"6870 Lake St, Houston, TX 34255",Houston,TX,34255,USA,-10250,,Construction,96799984.04,13-09-2023
Pioneer Solutons,"3301 Oak Place, Dallas, TX 90703",Dallas,TX,90703,USA,-7589,pioneer.solutions@pioneersolutions.com,Finance,51648654.12,17-09-2024
Beta International,"1047 Hill Place, Los Angeles, CA 94981",Los Angeles,CA,94981,USA,-4781,,Consulting,96026879.47,17-09-2023
Golden Corp Technologies,"4332 North Blvd, Houston, TX 44711",Houston,TX,44711,USA,-5200,golden.corp@goldencorp.com,Healthcare,94422207.5,13-04-2024
ummit Corp,"2928 Valley Ave, Austin, TX 39203",Austin,TX,39203,USA,-9274,,Retail,47978813.86,23-03-2024
Vanguard International,"4632 Cedar Dr, Dallas, TX 34745",Dallas,TX,34745,USA,-9955,,Healthcare,44070721.69,04-01-2024
Summit International,"8361 Center Way, Washington, DC 14622",Washington,DC,14622,USA,-4867,summit.international@summitinternational.com,Hospitality,83078394.27,20-11-2024
Synergy International Corp,"3563 Cedar St, Indianapolis, IN 24031",Indianapolis,IN,24031,USA,-10109,synergy.international@synergyinternational.com,Healthcare,93570179.12,10-10-2024
Omega Group LLC,"8952 Pine Blvd, San Francisco, CA 21656",San Francisco,CA,21656,USA,-3270,,Construction,82578098.81,21-06-2023
Silver Corp,"2600 Washington Court, Phoenix, AZ 15382",Phoenix,AZ,15382,USA,-3427,,Finance,95116301.35,10-08-2024
Zenith Corp,"5569 East Ave, Denver, CO 10900",Denver,CO,10900,USA,-3702,zenith.corp@zenithcorp.com,Construction,30499566.35,20-07-2023
Crest Ventures Ventures,"6884 Pine Terrace, Chicago, IL 79964",Chicago,IL,79964,USA,-5144,,Healthcare,27664016.55,01-08-2024
ynergy Ltd,"7174 Ridge Blvd, Phoenix, AZ 31329",Phoenix,AZ,31329,USA,-2581,synergy.ltd@synergyltd.com,Construction,46361741.75,20-12-2024
PrimeLLC,"4603 Ridge Blvd, Fort Worth, TX 82089",Fort Worth,TX,82089,USA,-3002,,Finance,83927234.22,17-02-2023
Zenith Corp Networks,"4424 West Terrace, Austin, TX 86173",Austin,TX,86173,USA,-7157,zenith.corp@zenithcorp.com,Construction,81447297.72,07-01-2024
Zenith Corp,"3294 West Rd, Philadelphia, PA 27263",Philadelphia,PA,27263,USA,-10141,zenith.corp@zenithcorp.com,Retail,55696874.83,10-05-2024
Apex Technologies Networks,"4896 Hill Way, Columbus, OH 51360",Columbus,OH,51360,USA,-9777,,Wholesale,7009545.03,21-04-2023
Pioneer International LLC,"6248 Broadway Ave, Houston, TX 48919",Houston,TX,48919,USA,-4328,pioneer.international@pioneerinternational.com,Finance,73882470.27,04-08-2024
Summit Co,"5443 Oak Terrace, Denver, CO 24144",Denver,CO,24144,USA,-3108,summit.co@summitco.com,Technology,61695761.91,20-01-2024
Golden Group,"2374 Valley St, Philadelphia, PA 55851",Philadelphia,PA,55851,USA,-10129,golden.group@goldengroup.com,Hospitality,59433090.78,23-05-2024
Atlas Holdings,"6048 Cedar Blvd, Dallas, TX 12458",Dallas,TX,12458,USA,-3995,atlas.holdings@atlasholdings.com,Wholesale,19230486.26,27-10-2024
Dela Corp,"104 Lake Way, Chicago, IL 12579",Chicago,IL,12579,USA,-3066,,Hospitality,31006404.7,21-04-2023
Vertex International,"8718 Market Rd, Chicago, IL 57794",Chicago,IL,57794,USA,-10539,vertex.international@vertexinternational.com,Finance,90896838.27,12-07-2024
Pioneer Networks,"7460 Pine Ln, San Francisco, CA 27485",San Francisco,CA,27485,USA,-11344,pioneer.networks@pioneernetworks.com,Logistics,75130801.02,19-03-2023
Quatum Corp,"6436 Washington Place, San Diego, CA 72393",San Diego,CA,72393,USA,-4046,quantum.corp@quantumcorp.com,Wholesale,89112374.24,20-01-2023
Evergreen Intrnational,"877 Sunset Rd, Denver, CO 55550",Denver,CO,55550,USA,-2389,,Construction,56784825.65,20-02-2024
Atas Solutions,"1759 Broadway Blvd, Los Angeles, CA 69511",Los Angeles,CA,69511,USA,-3155,atlas.solutions@atlassolutions.com,Logistics,47540532.71,28-12-2024
lpha Inc,"4416 Park Court, Dallas, TX 68198",Dallas,TX,68198,USA,-1876,alpha.inc@alphainc.com,Hospitality,3515056.69,09-06-2023
Synergy Co,"433 Valley Ave, Charlotte, NC 42680",Charlotte,NC,42680,USA,-5982,synergy.co@synergyco.com,Consulting,44865434.95,18-08-2023
Summit Networks Technologies,"6084 Park Blvd, Austin, TX 75342",Austin,TX,75342,USA,-4669,,Technology,79850751.02,20-10-2023
Delta Group Holdings,"6744 West Rd, Denver, CO 72178",Denver,CO,72178,USA,-8866,delta.group@deltagroup.com,Healthcare,50557240.05,20-08-2023
Gamma Ventures,"2281 Ridge Ln, Charlotte, NC 72014",Charlotte,NC,72014,USA,-9395,gamma.ventures@gammaventures.com,Wholesale,65571341.62,31-07-2024
Golden Holding,"1393 South St, Phoenix, AZ 47827",Phoenix,AZ,47827,USA,-9992,golden.holdings@goldenholdings.com,Finance,30280956.1,05-07-2023
Atlas Corp,"9907 Market Blvd, San Antonio, TX 24650",San Antonio,TX,24650,USA,-6977,atlas.corp@atlascorp.com,Wholesale,62211076.22,27-06-2023
Silver Internationl,"1610 Valley Rd, Fort Worth, TX 12883",Fort Worth,TX,12883,USA,-5378,silver.international@silverinternational.com,Logistics,55295640.18,18-08-2023
Crest Networks,"9334 North St, Denver, CO 50603",Denver,CO,50603,USA,-9049,crest.networks@crestnetworks.com,Finance,44891985.42,03-10-2023
Apex Networks,"6656 Oak Rd, San Diego, CA 17526",San Diego,CA,17526,USA,-4110,apex.networks@apexnetworks.com,Wholesale,92776634.53,19-11-2023
Pioneer Dynamics,"4009 Center Dr, Houston, TX 18113",Houston,TX,18113,USA,-10069,pioneer.dynamics@pioneerdynamics.com,Manufacturing,97574950.41,02-05-2023
Vertex Solutions,"2988 Sunset Ave, Philadelphia, PA 55452",Philadelphia,PA,55452,USA,-6556,,Wholesale,66312203.56,01-07-2024
Delta Global Co,"4231 East Place, New York, NY 26266",New York,NY,26266,USA,-8175,delta.global@deltaglobal.com,Wholesale,4703046.02,10-05-2024
Delta Industries Technologies,"4364 Cedar Dr, Columbus, OH 77446",Columbus,OH,77446,USA,-4219,,Logistics,77038632.66,13-09-2024
amma Holdings,"4032 Oak Ln, Chicago, IL 29675",Chicago,IL,29675,USA,-4432,,Consulting,87536186.53,02-06-2024
Crest Dynamics,"7124 East Ave, Indianapolis, IN 90878",Indianapolis,IN,90878,USA,-8438,crest.dynamics@crestdynamics.com,Retail,43685260.53,11-05-2024
Apex International,"9321 Hill Way, Austin, TX 95960",Austin,TX,95960,USA,-9657,apex.international@apexinternational.com,Technology,62396692.2,15-10-2023
Vertex Systems Inc,"8580 Ridge Place, Dallas, TX 47108",Dallas,TX,47108,USA,-4484,,Logistics,97504556.77,09-06-2023
Atlas Dynamcs,"6301 Park Ln, New York, NY 15395",New York,NY,15395,USA,-5415,atlas.dynamics@atlasdynamics.com,Finance,43296019.95,21-02-2024
Evergreen Ltd,"7661 West Ln, Washington, DC 96823",Washington,DC,96823,USA,-11261,,Healthcare,19518564.3,15-11-2023
Gamma In,"6268 Pine Dr, New York, NY 61464",New York,NY,61464,USA,-8254,gamma.inc@gammainc.com,Wholesale,39420289.69,15-12-2024
Vertex Inc,"8999 Sunset Court, New York, NY 73841",New York,NY,73841,USA,-2945,vertex.inc@vertexinc.com,Construction,42979059.5,01-04-2024
Summt Solutions,"7578 Hill St, San Diego, CA 19479",San Diego,CA,19479,USA,-3784,summit.solutions@summitsolutions.com,Manufacturing,17036557.75,13-04-2023
Alpha Dynamics Global,"7389 Maple Terrace, San Antonio, TX 74094",San Antonio,TX,74094,USA,-2378,alpha.dynamics@alphadynamics.com,Retail,26994375.58,21-02-2023
Quantum Enterprises Co,"6501 Hill Rd, Philadelphia, PA 85003",Philadelphia,PA,85003,USA,-8177,quantum.enterprises@quantumenterprises.com,Manufacturing,5005983.57,13-12-2023
Gamma Industries Solutions,"1440 Washington St, San Jose, CA 68839",San Jose,CA,68839,USA,-5037,gamma.industries@gammaindustries.com,Consulting,68313541.28,25-11-2024
Omega Intrnational,"7938 Washington Dr, Chicago, IL 81054",Chicago,IL,81054,USA,-8062,omega.international@omegainternational.com,Healthcare,86199348.23,25-10-2024
Alpha Solutions,"151 Valley St, San Jose, CA 48664",San Jose,CA,48664,USA,-4159,,Technology,52752411.76,17-02-2023
Zenith Dynamics Technologies,"8433 Elm Ln, New York, NY 18530",New York,NY,18530,USA,-3388,zenith.dynamics@zenithdynamics.com,Wholesale,56486460.59,18-11-2024
Vanguard Co Global,"7390 Elm Court, Charlotte, NC 72179",Charlotte,NC,72179,USA,-8827,vanguard.co@vanguardco.com,Finance,14154164.11,17-05-2024
Pioneer Inc,"4886 Market Way, Chicago, IL 61491",Chicago,IL,61491,USA,-8819,pioneer.inc@pioneerinc.com,Wholesale,82749085.97,30-04-2024
Omega Group,"3608 Valley Ln, Charlotte, NC 77240",Charlotte,NC,77240,USA,-9482,omega.group@omegagroup.com,Technology,72665737.68,08-05-2024
Summit Global,"3043 Main Place, Jacksonville, FL 28461",Jacksonville,FL,28461,USA,-3219,,Construction,21752701.29,25-07-2024
Delta Solutions Holdings,"2281 Park Place, Dallas, TX 49787",Dallas,TX,49787,USA,-2287,delta.solutions@deltasolutions.com,Wholesale,97932031.43,10-09-2024
Alpha Enterprises,"6722 Main Court, New York, NY 54763",New York,NY,54763,USA,-9226,alpha.enterprises@alphaenterprises.com,Logistics,82728915.1,12-03-2024
Synergy Corp,"8939 Valley St, Dallas, TX 84997",Dallas,TX,84997,USA,-3257,,Healthcare,11920138.63,01-09-2024
Alpha Systems,"5631 North Dr, Chicago, IL 45374",Chicago,IL,45374,USA,-6648,alpha.systems@alphasystems.com,Hospitality,95095220.74,26-05-2024
Prime Inc,"2467 Oak Ave, Chicago, IL 17984",Chicago,IL,17984,USA,-3929,prime.inc@primeinc.com,Hospitality,47374544.55,28-11-2023
Summit Systems,"2565 Valley Blvd, Austin, TX 16934",Austin,TX,16934,USA,-8683,,Hospitality,59901312.74,02-09-2023
Vanguard lobal,"207 Cedar Blvd, Seattle, WA 92107",Seattle,WA,92107,USA,-9737,vanguard.global@vanguardglobal.com,Finance,89141408.59,23-10-2023
Beta Solutions,"7093 Elm Dr, San Francisco, CA 68135",San Francisco,CA,68135,USA,-8768,,Technology,65278142.02,17-05-2024
Quantum International,"9786 Maple Ave, Denver, CO 10640",Denver,CO,10640,USA,-8068,quantum.international@quantuminternational.com,Technology,47481234.73,16-01-2024
Vanguard Networks,"5306 Hill Court, Austin, TX 71456",Austin,TX,71456,USA,-10998,vanguard.networks@vanguardnetworks.com,Finance,95588133.1,12-08-2024
Prime Technologies,"270 Valley Rd, Denver, CO 17392",Denver,CO,17392,USA,-11817,,Manufacturing,94867138.06,24-05-2023
Summit Dynamics,"1374 Main Rd, Columbus, OH 63855",Columbus,OH,63855,USA,-10824,summit.dynamics@summitdynamics.com,Consulting,98730747.08,17-08-2023
Vanguard Corp,"9090 Pine Rd, Philadelphia, PA 54302",Philadelphia,PA,54302,USA,-8822,vanguard.corp@vanguardcorp.com,Construction,25879369.82,01-11-2023
Atlas Dynamics Solutions,"5934 Sunset Rd, Houston, TX 48967",Houston,TX,48967,USA,-7616,,Healthcare,36459281.19,31-10-2023
Apex Networks,"7469 South Way, Indianapolis, IN 81670",Indianapolis,IN,81670,USA,-3499,,Technology,31594763.46,25-11-2023
mega Inc,"7913 Cedar Ln, Columbus, OH 42279",Columbus,OH,42279,USA,-9316,,Manufacturing,72735378.81,07-02-2024
Golden Systems Holdings,"2827 Maple Way, Charlotte, NC 44673",Charlotte,NC,44673,USA,-2817,golden.systems@goldensystems.com,Wholesale,90958173.73,26-05-2024
Zenith Co,"3569 Park St, Washington, DC 39400",Washington,DC,39400,USA,-9437,zenith.co@zenithco.com,Retail,47280617.61,22-08-2024
Golden Industries Systems,"6136 Valley Way, Austin, TX 77387",Austin,TX,77387,USA,-8692,golden.industries@goldenindustries.com,Retail,89687053.56,22-11-2024
Pioneer Grou,"5633 South Way, Los Angeles, CA 70755",Los Angeles,CA,70755,USA,-9286,,Consulting,81531454.49,24-10-2023
Quantm Ventures,"3067 Lake St, San Jose, CA 26725",San Jose,CA,26725,USA,-2577,quantum.ventures@quantumventures.com,Retail,45654732.16,24-08-2023
Delta LLC Ltd,"4390 Broadway Rd, San Jose, CA 26615",San Jose,CA,26615,USA,-9319,delta.llc@deltallc.com,Retail,50658690.62,26-10-2023
Golden Inc,"3109 North Blvd, Houston, TX 90670",Houston,TX,90670,USA,-4633,,Technology,15918581.97,28-08-2023
Vertex Soltions,"6861 Main Place, San Antonio, TX 50251",San Antonio,TX,50251,USA,-9502,,Technology,42427082.85,21-09-2024
Summit Inc,"161 Lake St, Indianapolis, IN 10352",Indianapolis,IN,10352,USA,-2621,summit.inc@summitinc.com,Technology,28351522.2,19-06-2024
Delta Dynamics,"1740 Lake Terrace, San Jose, CA 82581",San Jose,CA,82581,USA,-3084,delta.dynamics@deltadynamics.com,Wholesale,5596798.5,20-08-2024
amma Inc,"5097 Main St, Chicago, IL 95364",Chicago,IL,95364,USA,-3995,,Manufacturing,31796215.4,26-10-2024
Quantum Global,"6205 Park Rd, Dallas, TX 63518",Dallas,TX,63518,USA,-7754,quantum.global@quantumglobal.com,Hospitality,76549153.45,21-12-2023
Delta Group International,"3935 Lake Ave, Philadelphia, PA 50877",Philadelphia,PA,50877,USA,-8016,delta.group@deltagroup.com,Finance,94642947.33,08-06-2023
Apex Inc,"5638 Lake Court, Houston, TX 76088",Houston,TX,76088,USA,-8517,,Retail,82777071.47,15-11-2024
Pioneer International Group,"9506 North Way, Phoenix, AZ 72206",Phoenix,AZ,72206,USA,-9807,pioneer.international@pioneerinternational.com,Finance,74486010.24,02-11-2023
Prime Global,"8685 West Dr, Fort Worth, TX 23035",Fort Worth,TX,23035,USA,-8511,prime.global@primeglobal.com,Finance,70168850.12,16-09-2023
Golden Industries,"5610 Park Way, Phoenix, AZ 84526",Phoenix,AZ,84526,USA,-7560,golden.industries@goldenindustries.com,Manufacturing,19185860.75,25-02-2023
Apex Dynamics,"7201 Broadway Ave, Indianapolis, IN 68217",Indianapolis,IN,68217,USA,-3205,,Hospitality,78604154.61,02-05-2024
Silver Ventures Systems,"4150 Main Ave, San Antonio, TX 65221",San Antonio,TX,65221,USA,-4372,silver.ventures@silverventures.com,Consulting,1595971.94,18-01-2024
Summit Grou,"2786 Center Blvd, Fort Worth, TX 53474",Fort Worth,TX,53474,USA,-4096,summit.group@summitgroup.com,Construction,35576897.79,24-11-2023
Pioneer Corp Solutions,"2986 Lake Ave, Fort Worth, TX 12009",Fort Worth,TX,12009,USA,-4383,pioneer.corp@pioneercorp.com,Logistics,42668766.99,19-07-2023
Apex Global,"4709 Valley Dr, Charlotte, NC 37483",Charlotte,NC,37483,USA,-3735,,Hospitality,69292230.09,18-08-2024
Golden Co Inc,"2854 Ridge Dr, Washington, DC 55580",Washington,DC,55580,USA,-7746,golden.co@goldenco.com,Retail,92987544.45,26-02-2023
Alpha Systems,"1139 South Terrace, Charlotte, NC 86727",Charlotte,NC,86727,USA,-6149,alpha.systems@alphasystems.com,Healthcare,39619959.92,22-11-2024
Zenith Soltions,"2953 Oak Court, Columbus, OH 14052",Columbus,OH,14052,USA,-5288,,Manufacturing,73858190.69,09-09-2024
Omega Dynmics,"7712 Ridge St, Chicago, IL 41312",Chicago,IL,41312,USA,-6811,,Manufacturing,66868717.72,06-04-2023
Smmit Co,"6653 Main Blvd, Dallas, TX 41994",Dallas,TX,41994,USA,-10290,,Healthcare,45071562.08,25-01-2023
Vanguard Inc,"3411 Market Ln, Columbus, OH 68685",Columbus,OH,68685,USA,-6066,,Technology,80671033.16,19-01-2023
VertexSolutions,"3246 Sunset Place, Los Angeles, CA 53353",Los Angeles,CA,53353,USA,-5082,vertex.solutions@vertexsolutions.com,Logistics,62235156.62,31-01-2024
Vertex Inc Holdings,"1784 Pine Ln, Los Angeles, CA 80529",Los Angeles,CA,80529,USA,-10207,vertex.inc@vertexinc.com,Retail,47015861.34,28-04-2023
Vertex Dynamics,"9996 Valley Blvd, Charlotte, NC 68870",Charlotte,NC,68870,USA,-11076,vertex.dynamics@vertexdynamics.com,Logistics,71169423.87,08-11-2023
Nexs Systems,"8239 Elm Way, San Antonio, TX 10900",San Antonio,TX,10900,USA,-8800,,Healthcare,31781493.22,04-10-2024
Summit Systems,"6220 West Ave, Charlotte, NC 67611",Charlotte,NC,67611,USA,-7532,summit.systems@summitsystems.com,Healthcare,9434320.3,05-09-2023
Zenith Ltd Holdings,"5101 Broadway Terrace, New York, NY 39723",New York,NY,39723,USA,-4066,,Construction,86954951.79,06-08-2023
Alpha Corp,"6106 Sunset Ave, San Diego, CA 94302",San Diego,CA,94302,USA,-2239,alpha.corp@alphacorp.com,Finance,88692731.19,04-09-2024
Delta Networks Holdings,"4268 Sunset Terrace, Los Angeles, CA 31049",Los Angeles,CA,31049,USA,-4911,,Construction,13310539.49,01-08-2024
Delta Technologies LLC,"2298 Ridge Blvd, Washington, DC 42055",Washington,DC,42055,USA,-4030,delta.technologies@deltatechnologies.com,Technology,46397974.18,15-02-2024
